ros_timestamp,predicted_score,true_label,traversability_cost,w_slip,w_imu_rp,w_imu_gyro,w_wheel_speed,w_wheel_accel,gt_slip,gt_imu_rp,gt_imu_gyro,gt_wheel_speed,gt_wheel_accel
1770202012.3204,0.7677348256111145,0.9060994982719421,0.3552390933036804,0.20017664,0.22270098,0.23416372,0.17963241,0.1633262,0.9390825,0.84382826,0.8146858,0.9706287,0.9622724
1770202012.6585,0.7806878089904785,0.9060994982719421,0.3879829943180084,0.19656011,0.21670167,0.23648292,0.18241304,0.16784227,0.9390825,0.84382826,0.8146858,0.9706287,0.9622724
1770202012.8853,0.7973946332931519,0.9004126787185669,0.2738678753376007,0.1982667,0.230877,0.22430491,0.18075709,0.1657943,0.9157974,0.8275773,0.85146916,0.9644985,0.94272083
1770202013.1621,0.7870664000511169,0.8824846148490906,0.28956592082977295,0.18399751,0.22268844,0.24386907,0.17916852,0.17027642,0.9145035,0.82874286,0.7833671,0.9424176,0.9433919
1770202013.5954,0.7798278331756592,0.8938388228416443,0.4445004165172577,0.19117266,0.23941113,0.23700437,0.16268936,0.16972244,0.8439072,0.84662503,0.91838497,0.91670483,0.9435717
1770202014.1270,0.7713429927825928,0.9339025616645813,0.6577255129814148,0.19774501,0.2274969,0.2220608,0.18091948,0.17177783,0.9532832,0.97543824,0.9325715,0.83689386,0.97132605
1770202014.2466,0.7707765102386475,0.9339025616645813,0.6056487560272217,0.20554037,0.21410447,0.22466615,0.17860177,0.1770873,0.9532832,0.97543824,0.9325715,0.83689386,0.97132605
1770202014.7161,0.7290469408035278,0.9014150500297546,0.5007275938987732,0.19888711,0.22119991,0.23369665,0.17149265,0.17472363,0.9182613,0.8072031,0.85222244,0.9848237,0.9445646
1770202014.9987,0.7828582525253296,0.9339025616645813,0.36511433124542236,0.19910473,0.23240599,0.22652692,0.16950664,0.17245568,0.9532832,0.97543824,0.9325715,0.83689386,0.97132605
1770202015.1444,0.7634963989257812,0.9073058366775513,0.36893054842948914,0.2049638,0.23587392,0.2255537,0.16529791,0.16831067,0.88684803,0.8167616,0.90887684,0.9704367,0.953606
1770202015.3356,0.770599365234375,0.8842129111289978,0.3789839744567871,0.2082937,0.22296733,0.22452547,0.17586914,0.16834435,0.9074195,0.8393498,0.82674503,0.9098966,0.9376536
1770202015.6944,0.7220790386199951,0.8823301196098328,0.43912458419799805,0.21212211,0.2200388,0.21559946,0.17756222,0.17467745,0.87721044,0.83098924,0.7873547,0.9783674,0.93772864
1770202015.9660,0.7459775805473328,0.8988721966743469,0.27735719084739685,0.21118732,0.21256305,0.23272489,0.17374092,0.16978383,0.90234494,0.888136,0.7731555,0.9986203,0.93210435
1770202016.0867,0.7151051759719849,0.9190666079521179,0.2600730359554291,0.20124689,0.20620191,0.22834003,0.18200994,0.18220122,0.8836536,0.94691724,0.8511929,0.9811354,0.9324336
1770202016.2290,0.7487211227416992,0.0,0.2893317639827728,0.18661258,0.22657654,0.25975934,0.16188444,0.16516711,0.0,0.0,0.0,0.0,0.0
1770202016.5143,0.7723772525787354,0.8855586051940918,0.1801484227180481,0.22585757,0.22919358,0.20417824,0.16858053,0.1721901,0.8200324,0.8289571,0.89774966,0.9460504,0.9350036
1770202016.7600,0.7432923316955566,0.9339025616645813,0.15197180211544037,0.20428035,0.21756826,0.2248767,0.17991105,0.17336366,0.9532832,0.97543824,0.9325715,0.83689386,0.97132605
1770202016.8805,0.753282904624939,0.8868350386619568,0.16645009815692902,0.20021956,0.21740118,0.23373878,0.17327823,0.1753622,0.89670366,0.7898576,0.8069888,0.9997211,0.940904
1770202017.0292,0.7676786184310913,0.9111820459365845,0.16933169960975647,0.2033158,0.22196744,0.21642165,0.17883106,0.17946409,0.8968318,0.87591016,0.85647935,0.9987463,0.9279425
1770202017.5224,0.7622578740119934,0.921037495136261,0.281846821308136,0.19978538,0.22073942,0.22296773,0.18366814,0.17283936,0.9210375,0.9210375,0.9210375,0.9210375,0.9210375
1770202018.2149,0.7708852291107178,0.9217155575752258,0.23900678753852844,0.20410927,0.21417841,0.22051184,0.17734405,0.18385644,0.9028599,0.8307479,0.9606819,0.9813788,0.9329094
1770202018.3790,0.771407425403595,0.8911303877830505,0.3885843753814697,0.20065977,0.22891253,0.21927284,0.16041474,0.19074015,0.91034955,0.81077147,0.79129195,0.9837029,0.9595358
1770202018.5099,0.7387677431106567,0.8824846148490906,0.4988553822040558,0.20405039,0.2193002,0.21232133,0.17352125,0.19080687,0.9145035,0.82874286,0.7833671,0.9424176,0.9433919
1770202018.6555,0.7403531670570374,0.9215998649597168,0.6373457312583923,0.199492,0.21093267,0.2121273,0.1807956,0.19665249,0.92375875,0.9126407,0.8754218,0.94743836,0.94873965
1770202019.1821,0.7231053113937378,0.9014150500297546,1.0,0.18919286,0.21348073,0.23081481,0.17443198,0.1920796,0.9182613,0.8072031,0.85222244,0.9848237,0.9445646
1770202019.5426,0.7351182699203491,0.8988721966743469,0.6876517534255981,0.20116536,0.21254304,0.20800316,0.17728287,0.20100552,0.90234494,0.888136,0.7731555,0.9986203,0.93210435
1770202020.1601,0.7346293926239014,0.8824846148490906,0.16733039915561676,0.20237216,0.20742704,0.21450418,0.17731814,0.19837853,0.9145035,0.82874286,0.7833671,0.9424176,0.9433919
1770202020.5865,0.7185253500938416,0.0,0.08771991729736328,0.17116842,0.21611288,0.26197022,0.16121933,0.18952914,0.0,0.0,0.0,0.0,0.0
1770202020.8768,0.7675917148590088,0.8806341290473938,0.148860365152359,0.1920693,0.21481372,0.22815104,0.17119174,0.19377413,0.8130483,0.79871935,0.8939668,0.95243937,0.9449968
1770202021.0182,0.7189828753471375,0.8806341290473938,0.1750040054321289,0.19082235,0.20841229,0.23105434,0.17664017,0.19307087,0.8130483,0.79871935,0.8939668,0.95243937,0.9449968
1770202021.2437,0.755618691444397,0.9339025616645813,0.15468570590019226,0.18759401,0.21092589,0.24119556,0.17508826,0.18519637,0.9532832,0.97543824,0.9325715,0.83689386,0.97132605
1770202021.5165,0.7580138444900513,0.8994520306587219,0.14139461517333984,0.19436674,0.22334103,0.22455063,0.16967209,0.18806943,0.91102004,0.8543751,0.8272422,0.965,0.9396229
1770202021.6316,0.6907951235771179,0.889599621295929,0.17888247966766357,0.2003509,0.21281517,0.22114122,0.18222634,0.18346642,0.85485655,0.8125097,0.90886414,0.9302074,0.94156057
1770202022.0045,0.7826000452041626,0.8938388228416443,0.27866682410240173,0.19846487,0.23915146,0.21760413,0.16560905,0.17917047,0.8439072,0.84662503,0.91838497,0.91670483,0.9435717
